Category,Titles,Chapters,Sections,Sub-sections,Sub-sub-sections,Details,Notes,URL
,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/gitops_cli_argocd_reference"",""3.1. Basic syntax"")",,,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/gitops_cli_argocd_reference"",""3.1.1. Default mode"")",,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/gitops_cli_argocd_reference"",""3.1.2. Core mode"")",,,,
,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/gitops_cli_argocd_reference"",""3.2. Global options"")",,,,,
,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/gitops_cli_argocd_reference"",""3.3. Utility commands"")",,,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/gitops_cli_argocd_reference"",""3.3.1. argocd"")",,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/gitops_cli_argocd_reference"",""3.3.2. version"")",,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/gitops_cli_argocd_reference"",""3.3.3. help"")",,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/gitops_cli_argocd_reference"",""3.3.4. completion"")",,,,
,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/gitops_cli_argocd_reference"",""3.4. Additional resources"")",,,,,
,,,,,,,,
Manage,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/gitops_workloads_on_infrastructure_nodes"",""GitOps workloads on infrastructure nodes"")",,,,,,,
,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/gitops_workloads_on_infrastructure_nodes"",""Running GitOps control plane workloads on infrastructure nodes"")",,,,,,
,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/gitops_workloads_on_infrastructure_nodes"",""Chapter 1. Running GitOps control plane workloads on infrastructure nodes"")",,,,,,
,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/gitops_workloads_on_infrastructure_nodes"",""1.1. Moving GitOps control plane workloads to infrastructure nodes"")",,,,,
,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/gitops_workloads_on_infrastructure_nodes"",""1.2. Moving the GitOps Operator pod to infrastructure nodes"")",,,,,
,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/gitops_workloads_on_infrastructure_nodes"",""1.3. Additional resources"")",,,,,
,,,,,,,,
Observability,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""Observability"")",,,,,,,
,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""Using observability features to view Argo CD logs and monitor the performance and health of Argo CD and application resources"")",,,,,,
,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""Chapter 1. Logging"")",,,,,,
,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""1.1. Viewing Argo CD logs"")",,,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""1.1.1. Storing and retrieving Argo CD logs"")",,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""1.1.2. Additional resources"")",,,,
,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""Chapter 2. Monitoring"")",,,,,,
,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.1. Monitoring with GitOps dashboards"")",,,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.1.1. Accessing GitOps monitoring dashboards"")",,,,
,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.2. Monitoring Argo CD instances"")",,,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.2.1. Prerequisites"")",,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.2.2. Monitoring Argo CD health using Prometheus metrics"")",,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.2.3. Disabling automatic scraping of metrics for Argo CD instances"")",,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.2.4. Additional resources"")",,,,
,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.3. Monitoring the GitOps Operator performance"")",,,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.3.1. Accessing the GitOps Operator metrics"")",,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.3.2. Additional resources"")",,,,
,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.4. Monitoring health information for application resources and deployments"")",,,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.4.1. Settings for environment labels and annotations"")",,,,
,,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability#environment-labels"",""Environment labels"")",,,
,,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability#environment-annotations"",""Environment annotations"")",,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.4.2. Checking health information"")",,,,
,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.5. Monitoring Argo CD custom resource workloads"")",,,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.5.1. Prerequisites"")",,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.5.2. Enabling Monitoring for Argo CD custom resource workloads"")",,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.5.3. Disabling Monitoring for Argo CD custom resource workloads"")",,,,
,,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/observability"",""2.5.4. Additional resources"")",,,,
,,,,,,,,
Troubleshoot,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/troubleshooting_issues"",""Troubleshooting issues"")",,,,,,,
,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/troubleshooting_issues"",""Troubleshooting topics for OpenShift GitOps and your cluster"")",,,,,,
,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/troubleshooting_issues"",""Chapter 1. Issue: Auto-reboot during Argo CD sync with machine configurations"")",,,,,,
,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/troubleshooting_issues"",""1.1. Solution: Enhance performance in machine configurations and Argo CD"")",,,,,
,,,"=HYPERLINK(""https://docs.redhat.com/en/documentation/red_hat_openshift_gitops/1.19/html-single/troubleshooting_issues"",""1.2. Additional resources"")",,,,,
,,,,,,,,
